,date,code,pcs_m,quantity,location,loc_date
26809,2016-04-13,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26810,2016-04-13,G30,1.3,35,cordova-creek,"('cordova-creek', '2016-04-13')"
26811,2016-04-13,G152,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26812,2016-04-13,G35,0.07,2,cordova-creek,"('cordova-creek', '2016-04-13')"
26813,2016-04-06,G156,0.07,2,cordova-creek,"('cordova-creek', '2016-04-06')"
26814,2016-04-06,G50,0.07,2,cordova-creek,"('cordova-creek', '2016-04-06')"
26815,2016-04-06,G178,0.11,3,cordova-creek,"('cordova-creek', '2016-04-06')"
26816,2016-04-06,G7,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26817,2016-04-06,G211,0.07,2,cordova-creek,"('cordova-creek', '2016-04-06')"
26818,2016-04-06,G82,0.41,11,cordova-creek,"('cordova-creek', '2016-04-06')"
26819,2016-04-06,G100,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26820,2016-04-06,G27,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26821,2016-04-06,G142,0.07,2,cordova-creek,"('cordova-creek', '2016-04-06')"
26822,2016-04-06,G32,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26823,2016-04-06,G153,0.26,7,cordova-creek,"('cordova-creek', '2016-04-06')"
26824,2016-04-06,G4,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26825,2016-04-06,G177,0.22,6,cordova-creek,"('cordova-creek', '2016-04-06')"
26826,2016-04-06,G67,0.11,3,cordova-creek,"('cordova-creek', '2016-04-06')"
26827,2016-04-06,G200,0.07,2,cordova-creek,"('cordova-creek', '2016-04-06')"
26828,2016-04-06,G80,0.07,2,cordova-creek,"('cordova-creek', '2016-04-06')"
26829,2016-04-06,G10,0.07,2,cordova-creek,"('cordova-creek', '2016-04-06')"
26830,2016-04-06,G25,0.26,7,cordova-creek,"('cordova-creek', '2016-04-06')"
26831,2016-04-06,G96,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26832,2016-04-06,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26833,2016-04-06,G30,0.59,16,cordova-creek,"('cordova-creek', '2016-04-06')"
26834,2016-04-06,G152,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26835,2016-04-06,G35,0.19,5,cordova-creek,"('cordova-creek', '2016-04-06')"
26836,2016-04-06,G175,0.11,3,cordova-creek,"('cordova-creek', '2016-04-06')"
26837,2016-04-06,G66,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26838,2016-04-06,G191,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26839,2016-04-06,G79,0.26,7,cordova-creek,"('cordova-creek', '2016-04-06')"
26840,2016-04-06,G24,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26841,2016-04-06,G89,0.04,1,cordova-creek,"('cordova-creek', '2016-04-06')"
26842,2016-04-06,G124,0.11,3,cordova-creek,"('cordova-creek', '2016-04-06')"
26843,2016-04-06,G3,0.11,3,cordova-creek,"('cordova-creek', '2016-04-06')"
26844,2016-04-06,G145,0.11,3,cordova-creek,"('cordova-creek', '2016-04-06')"
26845,2016-04-06,G33,0.26,7,cordova-creek,"('cordova-creek', '2016-04-06')"
26846,2016-03-30,G101,0.07,2,cordova-creek,"('cordova-creek', '2016-03-30')"
26847,2016-03-30,G200,0.11,3,cordova-creek,"('cordova-creek', '2016-03-30')"
26848,2016-03-30,G4,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26849,2016-03-30,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26850,2016-03-30,G211,0.07,2,cordova-creek,"('cordova-creek', '2016-03-30')"
26851,2016-03-30,G59,0.07,2,cordova-creek,"('cordova-creek', '2016-03-30')"
26852,2016-03-30,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26853,2016-03-30,G25,0.19,5,cordova-creek,"('cordova-creek', '2016-03-30')"
26854,2016-03-30,G82,0.44,12,cordova-creek,"('cordova-creek', '2016-03-30')"
26855,2016-03-30,G154,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26856,2016-03-30,G3,0.19,5,cordova-creek,"('cordova-creek', '2016-03-30')"
26857,2016-03-30,G175,0.07,2,cordova-creek,"('cordova-creek', '2016-03-30')"
26858,2016-03-30,G32,0.15,4,cordova-creek,"('cordova-creek', '2016-03-30')"
26859,2016-03-30,G182,0.11,3,cordova-creek,"('cordova-creek', '2016-03-30')"
26860,2016-03-30,G35,0.22,6,cordova-creek,"('cordova-creek', '2016-03-30')"
26861,2016-03-30,G125,0.07,2,cordova-creek,"('cordova-creek', '2016-03-30')"
26862,2016-03-30,G21,0.11,3,cordova-creek,"('cordova-creek', '2016-03-30')"
26863,2016-03-30,G52,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26864,2016-03-30,G142,0.11,3,cordova-creek,"('cordova-creek', '2016-03-30')"
26865,2016-03-30,G24,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26866,2016-03-30,G79,0.96,26,cordova-creek,"('cordova-creek', '2016-03-30')"
26867,2016-03-30,G153,0.15,4,cordova-creek,"('cordova-creek', '2016-03-30')"
26868,2016-03-30,G28,0.07,2,cordova-creek,"('cordova-creek', '2016-03-30')"
26869,2016-03-30,G172,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26870,2016-03-30,G31,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26871,2016-03-30,G178,0.07,2,cordova-creek,"('cordova-creek', '2016-03-30')"
26872,2016-03-30,G34,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26873,2016-03-30,G124,0.11,3,cordova-creek,"('cordova-creek', '2016-03-30')"
26874,2016-03-30,G204,0.07,2,cordova-creek,"('cordova-creek', '2016-03-30')"
26875,2016-03-30,G50,0.11,3,cordova-creek,"('cordova-creek', '2016-03-30')"
26876,2016-03-30,G131,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26877,2016-03-30,G23,0.15,4,cordova-creek,"('cordova-creek', '2016-03-30')"
26878,2016-03-30,G7,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26879,2016-03-30,G152,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26880,2016-03-30,G27,0.19,5,cordova-creek,"('cordova-creek', '2016-03-30')"
26881,2016-03-30,G89,0.04,1,cordova-creek,"('cordova-creek', '2016-03-30')"
26882,2016-03-30,G156,0.07,2,cordova-creek,"('cordova-creek', '2016-03-30')"
26883,2016-03-30,G30,0.52,14,cordova-creek,"('cordova-creek', '2016-03-30')"
26884,2016-03-30,G177,0.3,8,cordova-creek,"('cordova-creek', '2016-03-30')"
26885,2016-03-30,G33,0.15,4,cordova-creek,"('cordova-creek', '2016-03-30')"
26886,2016-03-23,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26887,2016-03-23,G3,0.22,6,cordova-creek,"('cordova-creek', '2016-03-23')"
26888,2016-03-23,G156,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26889,2016-03-23,G32,0.07,2,cordova-creek,"('cordova-creek', '2016-03-23')"
26890,2016-03-23,G178,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26891,2016-03-23,G4,0.11,3,cordova-creek,"('cordova-creek', '2016-03-23')"
26892,2016-03-23,G200,0.3,8,cordova-creek,"('cordova-creek', '2016-03-23')"
26893,2016-03-23,G66,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26894,2016-03-23,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26895,2016-03-23,G24,0.19,5,cordova-creek,"('cordova-creek', '2016-03-23')"
26896,2016-03-23,G79,0.11,3,cordova-creek,"('cordova-creek', '2016-03-23')"
26897,2016-03-23,G142,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26898,2016-03-23,G28,0.11,3,cordova-creek,"('cordova-creek', '2016-03-23')"
26899,2016-03-23,G87,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26900,2016-03-23,G153,0.15,4,cordova-creek,"('cordova-creek', '2016-03-23')"
26901,2016-03-23,G31,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26902,2016-03-23,G177,0.07,2,cordova-creek,"('cordova-creek', '2016-03-23')"
26903,2016-03-23,G35,0.11,3,cordova-creek,"('cordova-creek', '2016-03-23')"
26904,2016-03-23,G198,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26905,2016-03-23,G59,0.11,3,cordova-creek,"('cordova-creek', '2016-03-23')"
26906,2016-03-23,G10,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26907,2016-03-23,G23,0.11,3,cordova-creek,"('cordova-creek', '2016-03-23')"
26908,2016-03-23,G71,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26909,2016-03-23,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26910,2016-03-23,G27,0.26,7,cordova-creek,"('cordova-creek', '2016-03-23')"
26911,2016-03-23,G82,0.85,23,cordova-creek,"('cordova-creek', '2016-03-23')"
26912,2016-03-23,G152,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26913,2016-03-23,G30,0.78,21,cordova-creek,"('cordova-creek', '2016-03-23')"
26914,2016-03-23,G175,0.15,4,cordova-creek,"('cordova-creek', '2016-03-23')"
26915,2016-03-23,G33,0.11,3,cordova-creek,"('cordova-creek', '2016-03-23')"
26916,2016-03-23,G182,0.48,13,cordova-creek,"('cordova-creek', '2016-03-23')"
26917,2016-03-23,G49,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26918,2016-03-23,G21,0.26,7,cordova-creek,"('cordova-creek', '2016-03-23')"
26919,2016-03-23,G7,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26920,2016-03-23,G124,0.04,1,cordova-creek,"('cordova-creek', '2016-03-23')"
26921,2016-03-23,G25,0.15,4,cordova-creek,"('cordova-creek', '2016-03-23')"
26922,2016-03-23,G8,0.15,4,cordova-creek,"('cordova-creek', '2016-03-23')"
26923,2016-03-16,G25,0.04,1,cordova-creek,"('cordova-creek', '2016-03-16')"
26924,2016-03-16,G30,0.11,3,cordova-creek,"('cordova-creek', '2016-03-16')"
26925,2016-03-16,G79,0.04,1,cordova-creek,"('cordova-creek', '2016-03-16')"
26926,2016-03-16,G126,0.07,2,cordova-creek,"('cordova-creek', '2016-03-16')"
26927,2016-03-16,G3,0.04,1,cordova-creek,"('cordova-creek', '2016-03-16')"
26928,2016-03-16,G4,0.07,2,cordova-creek,"('cordova-creek', '2016-03-16')"
26929,2016-03-16,G27,0.3,8,cordova-creek,"('cordova-creek', '2016-03-16')"
26930,2016-03-16,G32,0.07,2,cordova-creek,"('cordova-creek', '2016-03-16')"
26931,2016-03-16,G82,0.52,14,cordova-creek,"('cordova-creek', '2016-03-16')"
26932,2016-03-09,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26933,2016-03-09,G82,0.3,8,cordova-creek,"('cordova-creek', '2016-03-09')"
26934,2016-03-09,G156,0.19,5,cordova-creek,"('cordova-creek', '2016-03-09')"
26935,2016-03-09,G211,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26936,2016-03-09,G30,0.26,7,cordova-creek,"('cordova-creek', '2016-03-09')"
26937,2016-03-09,G10,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26938,2016-03-09,G50,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26939,2016-03-09,G142,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26940,2016-03-09,G80,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26941,2016-03-09,G153,0.37,10,cordova-creek,"('cordova-creek', '2016-03-09')"
26942,2016-03-09,G204,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26943,2016-03-09,G3,0.37,10,cordova-creek,"('cordova-creek', '2016-03-09')"
26944,2016-03-09,G35,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26945,2016-03-09,G124,0.07,2,cordova-creek,"('cordova-creek', '2016-03-09')"
26946,2016-03-09,G79,0.3,8,cordova-creek,"('cordova-creek', '2016-03-09')"
26947,2016-03-09,G152,0.07,2,cordova-creek,"('cordova-creek', '2016-03-09')"
26948,2016-03-09,G89,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26949,2016-03-09,G177,0.07,2,cordova-creek,"('cordova-creek', '2016-03-09')"
26950,2016-03-09,G25,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26951,2016-03-09,G33,0.07,2,cordova-creek,"('cordova-creek', '2016-03-09')"
26952,2016-03-09,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26953,2016-03-09,G67,0.04,1,cordova-creek,"('cordova-creek', '2016-03-09')"
26954,2016-03-02,G31,0.07,2,cordova-creek,"('cordova-creek', '2016-03-02')"
26955,2016-03-02,G156,0.41,11,cordova-creek,"('cordova-creek', '2016-03-02')"
26956,2016-03-02,G35,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26957,2016-03-02,G177,0.19,5,cordova-creek,"('cordova-creek', '2016-03-02')"
26958,2016-03-02,G7,0.11,3,cordova-creek,"('cordova-creek', '2016-03-02')"
26959,2016-03-02,G199,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26960,2016-03-02,G23,0.22,6,cordova-creek,"('cordova-creek', '2016-03-02')"
26961,2016-03-02,G80,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26962,2016-03-02,G10,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26963,2016-03-02,G27,1.0,27,cordova-creek,"('cordova-creek', '2016-03-02')"
26964,2016-03-02,G125,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26965,2016-03-02,G30,1.04,28,cordova-creek,"('cordova-creek', '2016-03-02')"
26966,2016-03-02,G153,0.11,3,cordova-creek,"('cordova-creek', '2016-03-02')"
26967,2016-03-02,G33,0.15,4,cordova-creek,"('cordova-creek', '2016-03-02')"
26968,2016-03-02,G175,0.15,4,cordova-creek,"('cordova-creek', '2016-03-02')"
26969,2016-03-02,G59,0.07,2,cordova-creek,"('cordova-creek', '2016-03-02')"
26970,2016-03-02,G182,0.07,2,cordova-creek,"('cordova-creek', '2016-03-02')"
26971,2016-03-02,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26972,2016-03-02,G21,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26973,2016-03-02,G25,0.19,5,cordova-creek,"('cordova-creek', '2016-03-02')"
26974,2016-03-02,G96,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26975,2016-03-02,G124,0.07,2,cordova-creek,"('cordova-creek', '2016-03-02')"
26976,2016-03-02,G3,0.15,4,cordova-creek,"('cordova-creek', '2016-03-02')"
26977,2016-03-02,G152,0.26,7,cordova-creek,"('cordova-creek', '2016-03-02')"
26978,2016-03-02,G32,0.07,2,cordova-creek,"('cordova-creek', '2016-03-02')"
26979,2016-03-02,G172,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26980,2016-03-02,G4,0.07,2,cordova-creek,"('cordova-creek', '2016-03-02')"
26981,2016-03-02,G178,0.07,2,cordova-creek,"('cordova-creek', '2016-03-02')"
26982,2016-03-02,G79,1.0,27,cordova-creek,"('cordova-creek', '2016-03-02')"
26983,2016-03-02,G200,0.15,4,cordova-creek,"('cordova-creek', '2016-03-02')"
26984,2016-03-02,G24,0.15,4,cordova-creek,"('cordova-creek', '2016-03-02')"
26985,2016-03-02,G82,1.52,41,cordova-creek,"('cordova-creek', '2016-03-02')"
26986,2016-03-02,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26987,2016-03-02,G28,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26988,2016-03-02,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-03-02')"
26989,2016-02-24,G10,0.04,1,cordova-creek,"('cordova-creek', '2016-02-24')"
26990,2016-02-24,G34,0.07,2,cordova-creek,"('cordova-creek', '2016-02-24')"
26991,2016-02-24,G172,0.04,1,cordova-creek,"('cordova-creek', '2016-02-24')"
26992,2016-02-24,G67,0.22,6,cordova-creek,"('cordova-creek', '2016-02-24')"
26993,2016-02-24,G178,0.04,1,cordova-creek,"('cordova-creek', '2016-02-24')"
26994,2016-02-24,G82,1.78,48,cordova-creek,"('cordova-creek', '2016-02-24')"
26995,2016-02-24,G25,0.26,7,cordova-creek,"('cordova-creek', '2016-02-24')"
26996,2016-02-24,G30,2.07,56,cordova-creek,"('cordova-creek', '2016-02-24')"
26997,2016-02-24,G33,0.22,6,cordova-creek,"('cordova-creek', '2016-02-24')"
26998,2016-02-24,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-02-24')"
26999,2016-02-24,G4,0.11,3,cordova-creek,"('cordova-creek', '2016-02-24')"
27000,2016-02-24,G177,0.22,6,cordova-creek,"('cordova-creek', '2016-02-24')"
27001,2016-02-24,G8,0.15,4,cordova-creek,"('cordova-creek', '2016-02-24')"
27002,2016-02-24,G24,0.22,6,cordova-creek,"('cordova-creek', '2016-02-24')"
27003,2016-02-24,G89,0.07,2,cordova-creek,"('cordova-creek', '2016-02-24')"
27004,2016-02-24,G27,0.74,20,cordova-creek,"('cordova-creek', '2016-02-24')"
27005,2016-02-24,G32,0.11,3,cordova-creek,"('cordova-creek', '2016-02-24')"
27006,2016-02-24,G100,0.07,2,cordova-creek,"('cordova-creek', '2016-02-24')"
27007,2016-02-24,G35,0.15,4,cordova-creek,"('cordova-creek', '2016-02-24')"
27008,2016-02-24,G175,0.07,2,cordova-creek,"('cordova-creek', '2016-02-24')"
27009,2016-02-24,G7,0.26,7,cordova-creek,"('cordova-creek', '2016-02-24')"
27010,2016-02-24,G21,0.33,9,cordova-creek,"('cordova-creek', '2016-02-24')"
27011,2016-02-24,G83,0.04,1,cordova-creek,"('cordova-creek', '2016-02-24')"
27012,2016-02-24,G26,0.04,1,cordova-creek,"('cordova-creek', '2016-02-24')"
27013,2016-02-24,G31,0.07,2,cordova-creek,"('cordova-creek', '2016-02-24')"
27014,2016-02-17,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27015,2016-02-17,G24,0.19,5,cordova-creek,"('cordova-creek', '2016-02-17')"
27016,2016-02-17,G30,0.26,7,cordova-creek,"('cordova-creek', '2016-02-17')"
27017,2016-02-17,G4,0.11,3,cordova-creek,"('cordova-creek', '2016-02-17')"
27018,2016-02-17,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27019,2016-02-17,G79,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27020,2016-02-17,G175,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27021,2016-02-17,G96,0.11,3,cordova-creek,"('cordova-creek', '2016-02-17')"
27022,2016-02-17,G21,0.19,5,cordova-creek,"('cordova-creek', '2016-02-17')"
27023,2016-02-17,G27,0.15,4,cordova-creek,"('cordova-creek', '2016-02-17')"
27024,2016-02-17,G33,0.19,5,cordova-creek,"('cordova-creek', '2016-02-17')"
27025,2016-02-17,G100,0.07,2,cordova-creek,"('cordova-creek', '2016-02-17')"
27026,2016-02-17,G7,0.19,5,cordova-creek,"('cordova-creek', '2016-02-17')"
27027,2016-02-17,G153,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27028,2016-02-17,G82,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27029,2016-02-17,G200,0.11,3,cordova-creek,"('cordova-creek', '2016-02-17')"
27030,2016-02-17,G25,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27031,2016-02-17,G32,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27032,2016-02-17,G10,0.3,8,cordova-creek,"('cordova-creek', '2016-02-17')"
27033,2016-02-17,G67,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27034,2016-02-17,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27035,2016-02-17,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-02-17')"
27036,2016-02-10,G124,0.07,2,cordova-creek,"('cordova-creek', '2016-02-10')"
27037,2016-02-10,G32,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27038,2016-02-10,G153,0.15,4,cordova-creek,"('cordova-creek', '2016-02-10')"
27039,2016-02-10,G4,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27040,2016-02-10,G176,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27041,2016-02-10,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27042,2016-02-10,G204,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27043,2016-02-10,G99,0.11,3,cordova-creek,"('cordova-creek', '2016-02-10')"
27044,2016-02-10,G26,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27045,2016-02-10,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27046,2016-02-10,G30,0.3,8,cordova-creek,"('cordova-creek', '2016-02-10')"
27047,2016-02-10,G152,0.07,2,cordova-creek,"('cordova-creek', '2016-02-10')"
27048,2016-02-10,G35,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27049,2016-02-10,G172,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27050,2016-02-10,G79,0.19,5,cordova-creek,"('cordova-creek', '2016-02-10')"
27051,2016-02-10,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27052,2016-02-10,G82,0.52,14,cordova-creek,"('cordova-creek', '2016-02-10')"
27053,2016-02-10,G25,0.07,2,cordova-creek,"('cordova-creek', '2016-02-10')"
27054,2016-02-10,G100,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27055,2016-02-10,G3,0.15,4,cordova-creek,"('cordova-creek', '2016-02-10')"
27056,2016-02-10,G145,0.11,3,cordova-creek,"('cordova-creek', '2016-02-10')"
27057,2016-02-10,G33,0.15,4,cordova-creek,"('cordova-creek', '2016-02-10')"
27058,2016-02-10,G156,0.07,2,cordova-creek,"('cordova-creek', '2016-02-10')"
27059,2016-02-10,G66,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27060,2016-02-10,G177,0.04,1,cordova-creek,"('cordova-creek', '2016-02-10')"
27061,2016-02-10,G80,0.11,3,cordova-creek,"('cordova-creek', '2016-02-10')"
27062,2016-02-10,G21,0.07,2,cordova-creek,"('cordova-creek', '2016-02-10')"
27063,2016-02-10,G10,0.15,4,cordova-creek,"('cordova-creek', '2016-02-10')"
27064,2016-02-10,G27,0.19,5,cordova-creek,"('cordova-creek', '2016-02-10')"
27065,2016-02-03,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27066,2016-02-03,G3,0.07,2,cordova-creek,"('cordova-creek', '2016-02-03')"
27067,2016-02-03,G152,0.07,2,cordova-creek,"('cordova-creek', '2016-02-03')"
27068,2016-02-03,G33,0.11,3,cordova-creek,"('cordova-creek', '2016-02-03')"
27069,2016-02-03,G172,0.19,5,cordova-creek,"('cordova-creek', '2016-02-03')"
27070,2016-02-03,G50,0.07,2,cordova-creek,"('cordova-creek', '2016-02-03')"
27071,2016-02-03,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27072,2016-02-03,G79,0.22,6,cordova-creek,"('cordova-creek', '2016-02-03')"
27073,2016-02-03,G23,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27074,2016-02-03,G89,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27075,2016-02-03,G125,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27076,2016-02-03,G26,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27077,2016-02-03,G145,0.19,5,cordova-creek,"('cordova-creek', '2016-02-03')"
27078,2016-02-03,G32,0.07,2,cordova-creek,"('cordova-creek', '2016-02-03')"
27079,2016-02-03,G158,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27080,2016-02-03,G4,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27081,2016-02-03,G178,0.11,3,cordova-creek,"('cordova-creek', '2016-02-03')"
27082,2016-02-03,G7,0.11,3,cordova-creek,"('cordova-creek', '2016-02-03')"
27083,2016-02-03,G21,0.07,2,cordova-creek,"('cordova-creek', '2016-02-03')"
27084,2016-02-03,G82,0.44,12,cordova-creek,"('cordova-creek', '2016-02-03')"
27085,2016-02-03,G124,0.19,5,cordova-creek,"('cordova-creek', '2016-02-03')"
27086,2016-02-03,G25,0.11,3,cordova-creek,"('cordova-creek', '2016-02-03')"
27087,2016-02-03,G142,0.07,2,cordova-creek,"('cordova-creek', '2016-02-03')"
27088,2016-02-03,G30,1.74,47,cordova-creek,"('cordova-creek', '2016-02-03')"
27089,2016-02-03,G156,0.3,8,cordova-creek,"('cordova-creek', '2016-02-03')"
27090,2016-02-03,G35,0.07,2,cordova-creek,"('cordova-creek', '2016-02-03')"
27091,2016-02-03,G177,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27092,2016-02-03,G52,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27093,2016-02-03,G200,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27094,2016-02-03,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27095,2016-02-03,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27096,2016-02-03,G24,0.04,1,cordova-creek,"('cordova-creek', '2016-02-03')"
27097,2016-01-27,G124,0.11,3,cordova-creek,"('cordova-creek', '2016-01-27')"
27098,2016-01-27,G27,0.15,4,cordova-creek,"('cordova-creek', '2016-01-27')"
27099,2016-01-27,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-01-27')"
27100,2016-01-27,G32,0.04,1,cordova-creek,"('cordova-creek', '2016-01-27')"
27101,2016-01-27,G158,0.04,1,cordova-creek,"('cordova-creek', '2016-01-27')"
27102,2016-01-27,G4,0.04,1,cordova-creek,"('cordova-creek', '2016-01-27')"
27103,2016-01-27,G177,0.15,4,cordova-creek,"('cordova-creek', '2016-01-27')"
27104,2016-01-27,G7,0.15,4,cordova-creek,"('cordova-creek', '2016-01-27')"
27105,2016-01-27,G21,0.11,3,cordova-creek,"('cordova-creek', '2016-01-27')"
27106,2016-01-27,G82,1.33,36,cordova-creek,"('cordova-creek', '2016-01-27')"
27107,2016-01-27,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-01-27')"
27108,2016-01-27,G25,0.19,5,cordova-creek,"('cordova-creek', '2016-01-27')"
27109,2016-01-27,G142,0.07,2,cordova-creek,"('cordova-creek', '2016-01-27')"
27110,2016-01-27,G30,0.59,16,cordova-creek,"('cordova-creek', '2016-01-27')"
27111,2016-01-27,G156,0.11,3,cordova-creek,"('cordova-creek', '2016-01-27')"
27112,2016-01-27,G35,0.07,2,cordova-creek,"('cordova-creek', '2016-01-27')"
27113,2016-01-27,G172,0.22,6,cordova-creek,"('cordova-creek', '2016-01-27')"
27114,2016-01-27,G59,0.15,4,cordova-creek,"('cordova-creek', '2016-01-27')"
27115,2016-01-27,G200,0.04,1,cordova-creek,"('cordova-creek', '2016-01-27')"
27116,2016-01-27,G80,0.04,1,cordova-creek,"('cordova-creek', '2016-01-27')"
27117,2016-01-27,G10,0.07,2,cordova-creek,"('cordova-creek', '2016-01-27')"
27118,2016-01-27,G24,0.04,1,cordova-creek,"('cordova-creek', '2016-01-27')"
