,date,code,pcs_m,quantity,location,loc_date
26189,2016-08-24,G27,0.07,2,cordova-creek,"('cordova-creek', '2016-08-24')"
26190,2016-08-24,G33,0.04,1,cordova-creek,"('cordova-creek', '2016-08-24')"
26191,2016-08-24,G10,0.07,2,cordova-creek,"('cordova-creek', '2016-08-24')"
26192,2016-08-24,G71,0.04,1,cordova-creek,"('cordova-creek', '2016-08-24')"
26193,2016-08-24,G153,0.07,2,cordova-creek,"('cordova-creek', '2016-08-24')"
26194,2016-08-24,G21,0.11,3,cordova-creek,"('cordova-creek', '2016-08-24')"
26195,2016-08-24,G25,0.04,1,cordova-creek,"('cordova-creek', '2016-08-24')"
26196,2016-08-24,G32,0.04,1,cordova-creek,"('cordova-creek', '2016-08-24')"
26197,2016-08-24,G7,0.11,3,cordova-creek,"('cordova-creek', '2016-08-24')"
26198,2016-08-24,G152,0.04,1,cordova-creek,"('cordova-creek', '2016-08-24')"
26199,2016-08-24,G90,0.07,2,cordova-creek,"('cordova-creek', '2016-08-24')"
26200,2016-08-24,G178,0.11,3,cordova-creek,"('cordova-creek', '2016-08-24')"
26201,2016-08-24,G24,0.11,3,cordova-creek,"('cordova-creek', '2016-08-24')"
26202,2016-08-24,G30,0.07,2,cordova-creek,"('cordova-creek', '2016-08-24')"
26203,2016-08-24,G67,0.04,1,cordova-creek,"('cordova-creek', '2016-08-24')"
26204,2016-08-24,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-08-24')"
26205,2016-08-24,G80,0.07,2,cordova-creek,"('cordova-creek', '2016-08-24')"
26206,2016-08-24,G175,0.11,3,cordova-creek,"('cordova-creek', '2016-08-24')"
26207,2016-08-24,G23,0.04,1,cordova-creek,"('cordova-creek', '2016-08-24')"
26208,2016-08-17,G30,0.11,3,cordova-creek,"('cordova-creek', '2016-08-17')"
26209,2016-08-17,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26210,2016-08-17,G7,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26211,2016-08-17,G175,0.07,2,cordova-creek,"('cordova-creek', '2016-08-17')"
26212,2016-08-17,G200,0.07,2,cordova-creek,"('cordova-creek', '2016-08-17')"
26213,2016-08-17,G22,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26214,2016-08-17,G28,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26215,2016-08-17,G125,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26216,2016-08-17,G35,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26217,2016-08-17,G156,0.07,2,cordova-creek,"('cordova-creek', '2016-08-17')"
26218,2016-08-17,G80,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26219,2016-08-17,G178,0.07,2,cordova-creek,"('cordova-creek', '2016-08-17')"
26220,2016-08-17,G211,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26221,2016-08-17,G24,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26222,2016-08-17,G32,0.07,2,cordova-creek,"('cordova-creek', '2016-08-17')"
26223,2016-08-17,G131,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26224,2016-08-17,G79,0.11,3,cordova-creek,"('cordova-creek', '2016-08-17')"
26225,2016-08-17,G177,0.04,1,cordova-creek,"('cordova-creek', '2016-08-17')"
26226,2016-08-17,G21,0.07,2,cordova-creek,"('cordova-creek', '2016-08-17')"
26227,2016-08-17,G23,0.11,3,cordova-creek,"('cordova-creek', '2016-08-17')"
26228,2016-08-10,G156,0.11,3,cordova-creek,"('cordova-creek', '2016-08-10')"
26229,2016-08-10,G82,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26230,2016-08-10,G178,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26231,2016-08-10,G21,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26232,2016-08-10,G27,0.07,2,cordova-creek,"('cordova-creek', '2016-08-10')"
26233,2016-08-10,G124,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26234,2016-08-10,G50,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26235,2016-08-10,G154,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26236,2016-08-10,G80,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26237,2016-08-10,G177,0.11,3,cordova-creek,"('cordova-creek', '2016-08-10')"
26238,2016-08-10,G204,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26239,2016-08-10,G25,0.07,2,cordova-creek,"('cordova-creek', '2016-08-10')"
26240,2016-08-10,G33,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26241,2016-08-10,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26242,2016-08-10,G79,0.22,6,cordova-creek,"('cordova-creek', '2016-08-10')"
26243,2016-08-10,G175,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26244,2016-08-10,G87,0.07,2,cordova-creek,"('cordova-creek', '2016-08-10')"
26245,2016-08-10,G200,0.07,2,cordova-creek,"('cordova-creek', '2016-08-10')"
26246,2016-08-10,G24,0.11,3,cordova-creek,"('cordova-creek', '2016-08-10')"
26247,2016-08-10,G30,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26248,2016-08-10,G142,0.04,1,cordova-creek,"('cordova-creek', '2016-08-10')"
26249,2016-08-10,G7,0.11,3,cordova-creek,"('cordova-creek', '2016-08-10')"
26250,2016-08-03,G177,0.07,2,cordova-creek,"('cordova-creek', '2016-08-03')"
26251,2016-08-03,G4,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26252,2016-08-03,G198,0.3,8,cordova-creek,"('cordova-creek', '2016-08-03')"
26253,2016-08-03,G59,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26254,2016-08-03,G21,0.11,3,cordova-creek,"('cordova-creek', '2016-08-03')"
26255,2016-08-03,G7,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26256,2016-08-03,G24,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26257,2016-08-03,G87,0.07,2,cordova-creek,"('cordova-creek', '2016-08-03')"
26258,2016-08-03,G153,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26259,2016-08-03,G27,0.07,2,cordova-creek,"('cordova-creek', '2016-08-03')"
26260,2016-08-03,G176,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26261,2016-08-03,G33,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26262,2016-08-03,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26263,2016-08-03,G50,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26264,2016-08-03,G200,0.48,13,cordova-creek,"('cordova-creek', '2016-08-03')"
26265,2016-08-03,G67,0.07,2,cordova-creek,"('cordova-creek', '2016-08-03')"
26266,2016-08-03,G23,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26267,2016-08-03,G82,0.22,6,cordova-creek,"('cordova-creek', '2016-08-03')"
26268,2016-08-03,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26269,2016-08-03,G26,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26270,2016-08-03,G95,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26271,2016-08-03,G175,0.11,3,cordova-creek,"('cordova-creek', '2016-08-03')"
26272,2016-08-03,G32,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26273,2016-08-03,G178,0.15,4,cordova-creek,"('cordova-creek', '2016-08-03')"
26274,2016-08-03,G49,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26275,2016-08-03,G199,0.07,2,cordova-creek,"('cordova-creek', '2016-08-03')"
26276,2016-08-03,G66,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26277,2016-08-03,G211,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26278,2016-08-03,G79,0.11,3,cordova-creek,"('cordova-creek', '2016-08-03')"
26279,2016-08-03,G142,0.07,2,cordova-creek,"('cordova-creek', '2016-08-03')"
26280,2016-08-03,G25,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26281,2016-08-03,G89,0.07,2,cordova-creek,"('cordova-creek', '2016-08-03')"
26282,2016-08-03,G156,0.19,5,cordova-creek,"('cordova-creek', '2016-08-03')"
26283,2016-08-03,G3,0.04,1,cordova-creek,"('cordova-creek', '2016-08-03')"
26284,2016-07-27,G176,0.04,1,cordova-creek,"('cordova-creek', '2016-07-27')"
26285,2016-07-27,G34,0.22,6,cordova-creek,"('cordova-creek', '2016-07-27')"
26286,2016-07-27,G198,0.59,16,cordova-creek,"('cordova-creek', '2016-07-27')"
26287,2016-07-27,G50,0.15,4,cordova-creek,"('cordova-creek', '2016-07-27')"
26288,2016-07-27,G10,0.15,4,cordova-creek,"('cordova-creek', '2016-07-27')"
26289,2016-07-27,G21,0.19,5,cordova-creek,"('cordova-creek', '2016-07-27')"
26290,2016-07-27,G79,0.56,15,cordova-creek,"('cordova-creek', '2016-07-27')"
26291,2016-07-27,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-07-27')"
26292,2016-07-27,G24,0.19,5,cordova-creek,"('cordova-creek', '2016-07-27')"
26293,2016-07-27,G95,0.15,4,cordova-creek,"('cordova-creek', '2016-07-27')"
26294,2016-07-27,G152,0.04,1,cordova-creek,"('cordova-creek', '2016-07-27')"
26295,2016-07-27,G3,0.15,4,cordova-creek,"('cordova-creek', '2016-07-27')"
26296,2016-07-27,G172,0.07,2,cordova-creek,"('cordova-creek', '2016-07-27')"
26297,2016-07-27,G33,0.07,2,cordova-creek,"('cordova-creek', '2016-07-27')"
26298,2016-07-27,G191,0.15,4,cordova-creek,"('cordova-creek', '2016-07-27')"
26299,2016-07-27,G4,0.04,1,cordova-creek,"('cordova-creek', '2016-07-27')"
26300,2016-07-27,G200,0.15,4,cordova-creek,"('cordova-creek', '2016-07-27')"
26301,2016-07-27,G71,0.26,7,cordova-creek,"('cordova-creek', '2016-07-27')"
26302,2016-07-27,G125,0.04,1,cordova-creek,"('cordova-creek', '2016-07-27')"
26303,2016-07-27,G22,0.04,1,cordova-creek,"('cordova-creek', '2016-07-27')"
26304,2016-07-27,G80,0.33,9,cordova-creek,"('cordova-creek', '2016-07-27')"
26305,2016-07-27,G145,0.52,14,cordova-creek,"('cordova-creek', '2016-07-27')"
26306,2016-07-27,G27,0.15,4,cordova-creek,"('cordova-creek', '2016-07-27')"
26307,2016-07-27,G156,0.26,7,cordova-creek,"('cordova-creek', '2016-07-27')"
26308,2016-07-27,G32,0.07,2,cordova-creek,"('cordova-creek', '2016-07-27')"
26309,2016-07-27,G182,0.22,6,cordova-creek,"('cordova-creek', '2016-07-27')"
26310,2016-07-27,G35,0.04,1,cordova-creek,"('cordova-creek', '2016-07-27')"
26311,2016-07-27,G199,0.15,4,cordova-creek,"('cordova-creek', '2016-07-27')"
26312,2016-07-27,G59,0.07,2,cordova-creek,"('cordova-creek', '2016-07-27')"
26313,2016-07-27,G124,0.19,5,cordova-creek,"('cordova-creek', '2016-07-27')"
26314,2016-07-27,G211,0.07,2,cordova-creek,"('cordova-creek', '2016-07-27')"
26315,2016-07-27,G8,0.19,5,cordova-creek,"('cordova-creek', '2016-07-27')"
26316,2016-07-27,G13,0.04,1,cordova-creek,"('cordova-creek', '2016-07-27')"
26317,2016-07-27,G25,0.04,1,cordova-creek,"('cordova-creek', '2016-07-27')"
26318,2016-07-27,G153,0.11,3,cordova-creek,"('cordova-creek', '2016-07-27')"
26319,2016-07-27,G30,0.26,7,cordova-creek,"('cordova-creek', '2016-07-27')"
26320,2016-07-20,G152,0.3,8,cordova-creek,"('cordova-creek', '2016-07-20')"
26321,2016-07-20,G4,0.26,7,cordova-creek,"('cordova-creek', '2016-07-20')"
26322,2016-07-20,G156,1.26,34,cordova-creek,"('cordova-creek', '2016-07-20')"
26323,2016-07-20,G80,0.04,1,cordova-creek,"('cordova-creek', '2016-07-20')"
26324,2016-07-20,G177,0.37,10,cordova-creek,"('cordova-creek', '2016-07-20')"
26325,2016-07-20,G25,0.74,20,cordova-creek,"('cordova-creek', '2016-07-20')"
26326,2016-07-20,G3,0.07,2,cordova-creek,"('cordova-creek', '2016-07-20')"
26327,2016-07-20,G13,0.04,1,cordova-creek,"('cordova-creek', '2016-07-20')"
26328,2016-07-20,G35,0.04,1,cordova-creek,"('cordova-creek', '2016-07-20')"
26329,2016-07-20,G154,0.04,1,cordova-creek,"('cordova-creek', '2016-07-20')"
26330,2016-07-20,G79,0.19,5,cordova-creek,"('cordova-creek', '2016-07-20')"
26331,2016-07-20,G176,0.07,2,cordova-creek,"('cordova-creek', '2016-07-20')"
26332,2016-07-20,G96,0.15,4,cordova-creek,"('cordova-creek', '2016-07-20')"
26333,2016-07-20,G198,0.04,1,cordova-creek,"('cordova-creek', '2016-07-20')"
26334,2016-07-20,G27,0.3,8,cordova-creek,"('cordova-creek', '2016-07-20')"
26335,2016-07-20,G100,0.07,2,cordova-creek,"('cordova-creek', '2016-07-20')"
26336,2016-07-20,G33,0.15,4,cordova-creek,"('cordova-creek', '2016-07-20')"
26337,2016-07-20,G153,0.26,7,cordova-creek,"('cordova-creek', '2016-07-20')"
26338,2016-07-20,G67,0.04,1,cordova-creek,"('cordova-creek', '2016-07-20')"
26339,2016-07-20,G158,0.07,2,cordova-creek,"('cordova-creek', '2016-07-20')"
26340,2016-07-20,G82,0.22,6,cordova-creek,"('cordova-creek', '2016-07-20')"
26341,2016-07-20,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-07-20')"
26342,2016-07-20,G26,0.04,1,cordova-creek,"('cordova-creek', '2016-07-20')"
26343,2016-07-20,G10,0.26,7,cordova-creek,"('cordova-creek', '2016-07-20')"
26344,2016-07-20,G30,0.52,14,cordova-creek,"('cordova-creek', '2016-07-20')"
26345,2016-07-15,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26346,2016-07-15,G25,0.07,2,cordova-creek,"('cordova-creek', '2016-07-15')"
26347,2016-07-15,G156,0.15,4,cordova-creek,"('cordova-creek', '2016-07-15')"
26348,2016-07-15,G30,0.19,5,cordova-creek,"('cordova-creek', '2016-07-15')"
26349,2016-07-15,G176,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26350,2016-07-15,G4,0.07,2,cordova-creek,"('cordova-creek', '2016-07-15')"
26351,2016-07-15,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26352,2016-07-15,G7,0.11,3,cordova-creek,"('cordova-creek', '2016-07-15')"
26353,2016-07-15,G21,0.15,4,cordova-creek,"('cordova-creek', '2016-07-15')"
26354,2016-07-15,G83,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26355,2016-07-15,G125,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26356,2016-07-15,G24,0.11,3,cordova-creek,"('cordova-creek', '2016-07-15')"
26357,2016-07-15,G154,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26358,2016-07-15,G3,0.15,4,cordova-creek,"('cordova-creek', '2016-07-15')"
26359,2016-07-15,G175,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26360,2016-07-15,G33,0.11,3,cordova-creek,"('cordova-creek', '2016-07-15')"
26361,2016-07-15,G178,0.07,2,cordova-creek,"('cordova-creek', '2016-07-15')"
26362,2016-07-15,G67,0.11,3,cordova-creek,"('cordova-creek', '2016-07-15')"
26363,2016-07-15,G200,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26364,2016-07-15,G82,0.59,16,cordova-creek,"('cordova-creek', '2016-07-15')"
26365,2016-07-15,G124,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26366,2016-07-15,G23,0.15,4,cordova-creek,"('cordova-creek', '2016-07-15')"
26367,2016-07-15,G153,0.11,3,cordova-creek,"('cordova-creek', '2016-07-15')"
26368,2016-07-15,G27,0.52,14,cordova-creek,"('cordova-creek', '2016-07-15')"
26369,2016-07-15,G158,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26370,2016-07-15,G32,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26371,2016-07-15,G177,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26372,2016-07-15,G52,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26373,2016-07-15,G188,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26374,2016-07-15,G79,0.19,5,cordova-creek,"('cordova-creek', '2016-07-15')"
26375,2016-07-15,G10,0.15,4,cordova-creek,"('cordova-creek', '2016-07-15')"
26376,2016-07-15,G22,0.04,1,cordova-creek,"('cordova-creek', '2016-07-15')"
26377,2016-07-06,G153,0.15,4,cordova-creek,"('cordova-creek', '2016-07-06')"
26378,2016-07-06,G3,0.07,2,cordova-creek,"('cordova-creek', '2016-07-06')"
26379,2016-07-06,G177,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26380,2016-07-06,G35,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26381,2016-07-06,G198,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26382,2016-07-06,G50,0.07,2,cordova-creek,"('cordova-creek', '2016-07-06')"
26383,2016-07-06,G21,0.11,3,cordova-creek,"('cordova-creek', '2016-07-06')"
26384,2016-07-06,G7,0.15,4,cordova-creek,"('cordova-creek', '2016-07-06')"
26385,2016-07-06,G124,0.11,3,cordova-creek,"('cordova-creek', '2016-07-06')"
26386,2016-07-06,G24,0.11,3,cordova-creek,"('cordova-creek', '2016-07-06')"
26387,2016-07-06,G82,1.19,32,cordova-creek,"('cordova-creek', '2016-07-06')"
26388,2016-07-06,G152,0.07,2,cordova-creek,"('cordova-creek', '2016-07-06')"
26389,2016-07-06,G28,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26390,2016-07-06,G175,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26391,2016-07-06,G33,0.07,2,cordova-creek,"('cordova-creek', '2016-07-06')"
26392,2016-07-06,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26393,2016-07-06,G49,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26394,2016-07-06,G204,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26395,2016-07-06,G67,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26396,2016-07-06,G10,0.19,5,cordova-creek,"('cordova-creek', '2016-07-06')"
26397,2016-07-06,G23,0.11,3,cordova-creek,"('cordova-creek', '2016-07-06')"
26398,2016-07-06,G80,0.07,2,cordova-creek,"('cordova-creek', '2016-07-06')"
26399,2016-07-06,G145,0.11,3,cordova-creek,"('cordova-creek', '2016-07-06')"
26400,2016-07-06,G27,0.19,5,cordova-creek,"('cordova-creek', '2016-07-06')"
26401,2016-07-06,G156,0.11,3,cordova-creek,"('cordova-creek', '2016-07-06')"
26402,2016-07-06,G30,0.3,8,cordova-creek,"('cordova-creek', '2016-07-06')"
26403,2016-07-06,G178,0.07,2,cordova-creek,"('cordova-creek', '2016-07-06')"
26404,2016-07-06,G4,0.07,2,cordova-creek,"('cordova-creek', '2016-07-06')"
26405,2016-07-06,G200,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26406,2016-07-06,G59,0.07,2,cordova-creek,"('cordova-creek', '2016-07-06')"
26407,2016-07-06,G211,0.04,1,cordova-creek,"('cordova-creek', '2016-07-06')"
26408,2016-07-06,G79,0.22,6,cordova-creek,"('cordova-creek', '2016-07-06')"
26409,2016-07-06,G126,0.07,2,cordova-creek,"('cordova-creek', '2016-07-06')"
26410,2016-07-06,G25,0.11,3,cordova-creek,"('cordova-creek', '2016-07-06')"
26411,2016-06-29,G153,0.26,7,cordova-creek,"('cordova-creek', '2016-06-29')"
26412,2016-06-29,G33,0.11,3,cordova-creek,"('cordova-creek', '2016-06-29')"
26413,2016-06-29,G177,0.04,1,cordova-creek,"('cordova-creek', '2016-06-29')"
26414,2016-06-29,G7,0.15,4,cordova-creek,"('cordova-creek', '2016-06-29')"
26415,2016-06-29,G21,0.22,6,cordova-creek,"('cordova-creek', '2016-06-29')"
26416,2016-06-29,G80,0.07,2,cordova-creek,"('cordova-creek', '2016-06-29')"
26417,2016-06-29,G23,0.3,8,cordova-creek,"('cordova-creek', '2016-06-29')"
26418,2016-06-29,G89,0.04,1,cordova-creek,"('cordova-creek', '2016-06-29')"
26419,2016-06-29,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-06-29')"
26420,2016-06-29,G27,0.15,4,cordova-creek,"('cordova-creek', '2016-06-29')"
26421,2016-06-29,G142,0.04,1,cordova-creek,"('cordova-creek', '2016-06-29')"
26422,2016-06-29,G32,0.11,3,cordova-creek,"('cordova-creek', '2016-06-29')"
26423,2016-06-29,G175,0.26,7,cordova-creek,"('cordova-creek', '2016-06-29')"
26424,2016-06-29,G50,0.07,2,cordova-creek,"('cordova-creek', '2016-06-29')"
26425,2016-06-29,G200,0.04,1,cordova-creek,"('cordova-creek', '2016-06-29')"
26426,2016-06-29,G8,0.19,5,cordova-creek,"('cordova-creek', '2016-06-29')"
26427,2016-06-29,G22,0.07,2,cordova-creek,"('cordova-creek', '2016-06-29')"
26428,2016-06-29,G83,0.11,3,cordova-creek,"('cordova-creek', '2016-06-29')"
26429,2016-06-29,G10,0.04,1,cordova-creek,"('cordova-creek', '2016-06-29')"
26430,2016-06-29,G25,0.07,2,cordova-creek,"('cordova-creek', '2016-06-29')"
26431,2016-06-29,G126,0.07,2,cordova-creek,"('cordova-creek', '2016-06-29')"
26432,2016-06-29,G30,0.56,15,cordova-creek,"('cordova-creek', '2016-06-29')"
26433,2016-06-29,G156,0.93,25,cordova-creek,"('cordova-creek', '2016-06-29')"
26434,2016-06-29,G35,0.07,2,cordova-creek,"('cordova-creek', '2016-06-29')"
26435,2016-06-29,G178,0.26,7,cordova-creek,"('cordova-creek', '2016-06-29')"
26436,2016-06-29,G79,0.44,12,cordova-creek,"('cordova-creek', '2016-06-29')"
26437,2016-06-29,G211,0.04,1,cordova-creek,"('cordova-creek', '2016-06-29')"
26438,2016-06-29,G82,0.52,14,cordova-creek,"('cordova-creek', '2016-06-29')"
26439,2016-06-29,G24,0.33,9,cordova-creek,"('cordova-creek', '2016-06-29')"
26440,2016-06-29,G96,0.11,3,cordova-creek,"('cordova-creek', '2016-06-29')"
26441,2016-06-29,G124,0.07,2,cordova-creek,"('cordova-creek', '2016-06-29')"
26442,2016-06-29,G3,0.22,6,cordova-creek,"('cordova-creek', '2016-06-29')"
26443,2016-06-22,G32,0.11,3,cordova-creek,"('cordova-creek', '2016-06-22')"
26444,2016-06-22,G153,0.22,6,cordova-creek,"('cordova-creek', '2016-06-22')"
26445,2016-06-22,G4,0.11,3,cordova-creek,"('cordova-creek', '2016-06-22')"
26446,2016-06-22,G175,0.19,5,cordova-creek,"('cordova-creek', '2016-06-22')"
26447,2016-06-22,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26448,2016-06-22,G211,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26449,2016-06-22,G87,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26450,2016-06-22,G26,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26451,2016-06-22,G30,0.11,3,cordova-creek,"('cordova-creek', '2016-06-22')"
26452,2016-06-22,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26453,2016-06-22,G35,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26454,2016-06-22,G158,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26455,2016-06-22,G79,0.41,11,cordova-creek,"('cordova-creek', '2016-06-22')"
26456,2016-06-22,G21,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26457,2016-06-22,G82,0.74,20,cordova-creek,"('cordova-creek', '2016-06-22')"
26458,2016-06-22,G24,0.07,2,cordova-creek,"('cordova-creek', '2016-06-22')"
26459,2016-06-22,G3,0.11,3,cordova-creek,"('cordova-creek', '2016-06-22')"
26460,2016-06-22,G10,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26461,2016-06-22,G33,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26462,2016-06-22,G156,0.15,4,cordova-creek,"('cordova-creek', '2016-06-22')"
26463,2016-06-22,G7,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26464,2016-06-22,G178,0.19,5,cordova-creek,"('cordova-creek', '2016-06-22')"
26465,2016-06-22,G80,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26466,2016-06-22,G23,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26467,2016-06-22,G89,0.04,1,cordova-creek,"('cordova-creek', '2016-06-22')"
26468,2016-06-22,G28,0.07,2,cordova-creek,"('cordova-creek', '2016-06-22')"
26469,2016-06-15,G211,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26470,2016-06-15,G96,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26471,2016-06-15,G25,0.15,4,cordova-creek,"('cordova-creek', '2016-06-15')"
26472,2016-06-15,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26473,2016-06-15,G30,0.56,15,cordova-creek,"('cordova-creek', '2016-06-15')"
26474,2016-06-15,G152,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26475,2016-06-15,G4,0.07,2,cordova-creek,"('cordova-creek', '2016-06-15')"
26476,2016-06-15,G175,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26477,2016-06-15,G79,0.3,8,cordova-creek,"('cordova-creek', '2016-06-15')"
26478,2016-06-15,G21,0.11,3,cordova-creek,"('cordova-creek', '2016-06-15')"
26479,2016-06-15,G83,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26480,2016-06-15,G24,0.11,3,cordova-creek,"('cordova-creek', '2016-06-15')"
26481,2016-06-15,G10,0.15,4,cordova-creek,"('cordova-creek', '2016-06-15')"
26482,2016-06-15,G3,0.15,4,cordova-creek,"('cordova-creek', '2016-06-15')"
26483,2016-06-15,G151,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26484,2016-06-15,G35,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26485,2016-06-15,G156,0.07,2,cordova-creek,"('cordova-creek', '2016-06-15')"
26486,2016-06-15,G67,0.11,3,cordova-creek,"('cordova-creek', '2016-06-15')"
26487,2016-06-15,G200,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26488,2016-06-15,G82,0.56,15,cordova-creek,"('cordova-creek', '2016-06-15')"
26489,2016-06-15,G23,0.07,2,cordova-creek,"('cordova-creek', '2016-06-15')"
26490,2016-06-15,G27,0.33,9,cordova-creek,"('cordova-creek', '2016-06-15')"
26491,2016-06-15,G145,0.07,2,cordova-creek,"('cordova-creek', '2016-06-15')"
26492,2016-06-15,G32,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26493,2016-06-15,G153,0.11,3,cordova-creek,"('cordova-creek', '2016-06-15')"
26494,2016-06-15,G59,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26495,2016-06-15,G178,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26496,2016-06-15,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-06-15')"
26497,2016-06-08,G177,0.11,3,cordova-creek,"('cordova-creek', '2016-06-08')"
26498,2016-06-08,G7,0.07,2,cordova-creek,"('cordova-creek', '2016-06-08')"
